MMS-Topology, Synch-Mode, MPI-Nodes, TW-End-Time, Batch, GVT-Interval, nKP-per-PE, Terminal-LPs, MPI-LPs, Router-LPs, Routing-Algorithm, Csf-Ratio, Num-Indirect-Routes, SF-ATh-Value, VC-Count, Throughput, Throughput-Percentage, Total-Hops, AVG-Travel-Time, Max-Latency, Minimal-Count, Nonminimal-Count, Traffic-Workload,   Load, Mean-Interval, Total-Events, Roll-Backs, GVT-Computations, Net-Events, Running-Time(sec), Efficiency, Event-Rate(events/sec)
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      003,      4.936,                55.614,      2.833,         104.129,     908.722,           024,              000,              001,   0.20,         95.37,     51051588,          0,                0,   51051588,           24.3755,     100.00,             2094380.25
         7.3,        003,       002,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      003,      4.933,                55.582,      2.833,         104.129,     706.110,    1202590843,       1064598241,              001,   0.20,         95.37,     52228149,     580419,           102009,   51051562,           22.7843,      97.70,             2240641.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      003,      2.451,                27.622,      2.832,          88.689,     372.999,           000,              000,              001,   0.10,        190.73,     25523997,          0,                0,   25523997,           11.4665,     100.00,             2225969.00
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,   -1191008008,            32554,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4358,     100.00,             1971872.62
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,   -1491203848,            32623,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4355,     100.00,             1972357.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,    2042579192,            32751,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4316,     100.00,             1977628.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,     -14960392,            32708,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4497,     100.00,             1953055.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,    1239496952,            32610,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            2.6152,     100.00,             1082631.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,    1368676600,            32674,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4480,     100.00,             1955303.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,    1994504440,            32685,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4616,     100.00,             1937161.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      0.191,                 2.149,      3.409,         114.047,     419.031,    -718280456,            32577,              001,   0.20,         95.37,      2831260,          0,                0,    2831260,            1.4397,     100.00,             1966557.00
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,   -1792411400,            32618,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.4774,     100.00,             1932000.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      5.236,                58.993,      2.832,         105.006,     394.320,    1151506680,            32730,              001,   0.20,         95.37,      5086130,          0,                0,    5086130,            2.4638,     100.00,             2064382.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,    1851074808,            32620,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.3625,     100.00,             1998011.62
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,     576796920,            32702,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.4741,     100.00,             1933804.75
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,   -1536042760,            32716,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.4043,     100.00,             1973467.25
         7.3,        003,       002,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.131,                57.811,      4.596,         180.949,    1166.542,         65280,              000,              001,   0.20,         95.37,      6913490,      83361,            13503,    6719229,            3.7622,      97.11,             1785984.50
         7.3,        003,       002,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.188,                58.456,      4.595,         180.644,     984.067,         65280,              000,              001,   0.20,         95.37,      6883632,      75336,            13445,    6718540,            3.7442,      97.54,             1794392.75
         7.3,        003,       002,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.231,                58.940,      4.598,         180.803,    1014.308,         65280,              000,              001,   0.20,         95.37,      6891153,      77567,            13460,    6720562,            3.7453,      97.46,             1794390.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,           000,           308611,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.4135,     100.00,             1968157.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      5.236,                58.993,      2.832,         105.006,     394.320,        308855,              000,              001,   0.20,         95.37,      5086130,          0,                0,    5086130,            2.4494,     100.00,             2076507.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.217,                58.779,      4.597,         181.251,     967.244,           000,           308607,              001,   0.20,         95.37,      6719556,          0,                0,    6719556,            3.3435,     100.00,             2009763.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.217,                58.779,      4.597,         181.251,     967.244,           000,           308607,              001,   0.20,         95.37,      6719556,          0,                0,    6719556,            3.3606,     100.00,             1999512.62
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.221,                58.832,      4.595,         180.497,     835.143,           000,           308611,              001,   0.20,         95.37,      6718326,          0,                0,    6718326,            3.3587,     100.00,             2000268.00
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      5.236,                58.993,      2.832,         105.006,     394.320,        308855,              000,              001,   0.20,         95.37,      5086130,          0,                0,    5086130,            2.5254,     100.00,             2013989.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               001,       001,                 003,        0.100,      004,      5.217,                58.779,      4.595,         180.688,     867.338,           000,           308628,              001,   0.20,         95.37,      6718197,          0,                0,    6718197,            3.6242,     100.00,             1853703.75
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 003,        0.100,      004,      5.236,                58.993,      2.859,         106.058,     392.600,        308853,              000,              001,   0.20,         95.37,      5111080,          0,                0,    5111080,            3.1046,     100.00,             1646285.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 003,        0.100,      004,     10.138,               114.226,      2.859,         209.947,    1384.290,        617154,              000,              001,   0.40,         47.68,     10202121,          0,                0,   10202121,            7.1747,     100.00,             1421955.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 003,        0.100,      004,      5.236,                58.993,      2.859,         106.058,     392.600,        308853,              000,              001,   0.20,         95.37,      5111080,          0,                0,    5111080,            2.9013,     100.00,             1761632.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      5.236,                58.993,      2.832,         105.006,     394.320,        308855,              000,              001,   0.20,         95.37,      5086130,          0,                0,    5086130,            2.3689,     100.00,             2146999.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      4.048,                45.615,      3.000,        9058.956,   95770.287,        203908,              000,              002,   0.20,         95.37,      3766258,          0,                0,    3766258,            1.9057,     100.00,             1976290.38
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      4.048,                45.615,      3.000,        9058.956,   95770.287,        203908,              000,              002,   0.20,         95.37,      3766258,          0,                0,    3766258,            1.9221,     100.00,             1959432.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               000,       001,                 003,        0.100,      004,      4.048,                45.615,      3.000,        9058.956,   95770.287,        203908,              000,              002,   0.20,         95.37,      3766258,          0,                0,    3766258,            1.9386,     100.00,             1942796.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 003,        0.100,      004,      4.048,                45.615,      3.000,        9059.021,   77942.270,        203907,              000,              002,   0.20,         95.37,      3766182,          0,                0,    3766182,            2.3179,     100.00,             1624853.12
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 003,        0.100,      004,      4.048,                45.615,      3.000,        9059.021,   77942.270,        203907,              000,              002,   0.20,         95.37,      3766182,          0,                0,    3766182,            2.2400,     100.00,             1681326.00
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 004,        0.100,      004,      4.053,                45.669,      3.000,        9058.087,   99154.503,        203914,              000,              002,   0.20,         95.37,      3766253,          0,                0,    3766253,            2.3268,     100.00,             1618653.88
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 004,        0.100,      004,      4.053,                45.669,      3.000,        9058.087,   99154.503,        203914,              000,              002,   0.20,         95.37,      3766253,          0,                0,    3766253,            2.3149,     100.00,             1626973.38
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 004,        0.100,      004,      4.053,                45.669,      3.000,        9058.087,   99154.503,        203914,              000,              002,   0.20,         95.37,      3766253,          0,                0,    3766253,            2.3609,     100.00,             1595286.50
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 005,        0.100,      004,      4.048,                45.615,      3.000,        9060.273,   97727.884,        203919,              000,              002,   0.20,         95.37,      3766415,          0,                0,    3766415,            2.4150,     100.00,             1559568.25
         7.3,        001,       001,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 004,        0.100,      004,      4.940,                55.662,      4.090,         132.589,     663.733,        113399,           197435,              002,   0.20,         95.37,      6289725,          0,                0,    6289725,            3.7124,     100.00,             1694252.62
         7.3,        003,       002,      100000,   016,          016,        016,          150,     150,        050,               002,       001,                 004,        0.100,      004,      4.945,                55.716,      4.087,         132.339,     726.386,        113708,           197144,              002,   0.20,         95.37,      6415968,      65564,            12532,    6287453,            3.7135,      97.96,             1693120.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      2.451,                27.622,      2.832,          88.689,     314.538,       1546666,              000,              001,   0.10,        190.73,     25523997,          0,                0,   25523997,           12.2457,     100.00,             2084319.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.936,                55.614,      2.833,         104.129,     464.077,       3093260,              000,              001,   0.20,         95.37,     51051588,          0,                0,   51051588,           26.3981,     100.00,             1933912.88
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      7.383,                83.187,      2.833,         137.409,     820.333,       4639814,              000,              001,   0.30,         63.58,     76568493,          0,                0,   76568493,           42.0151,     100.00,             1822405.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      9.780,               110.202,      2.833,         206.737,    1491.242,       6185757,              000,              001,   0.40,         47.68,    101916870,          0,                0,  101916870,           54.5752,     100.00,             1867458.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.113,               136.486,      2.833,        6819.539,   28942.211,       7615800,              000,              001,   0.50,         38.15,    124682612,          0,                0,  124682612,           84.4137,     100.00,             1477042.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.113,               136.486,      2.833,       10087.032,   27513.481,       7615834,              000,              001,   0.60,         31.79,    126647388,          0,                0,  126647388,           90.7312,     100.00,             1395853.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.112,               136.475,      2.833,       12892.844,   29974.291,       7615862,              000,              001,   0.70,         27.25,    128383844,          0,                0,  128383844,           87.2341,     100.00,             1471716.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.113,               136.486,      2.833,       15559.799,   32722.657,       7615914,              000,              001,   0.80,         23.84,    129868740,          0,                0,  129868740,           85.9570,     100.00,             1510857.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.114,               136.491,      2.833,       15567.897,   32937.426,       7615828,              000,              001,   0.90,         21.19,    131446672,          0,                0,  131446672,           91.0330,     100.00,             1443944.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,     12.114,               136.491,      2.833,       15555.549,   33259.117,       7615877,              000,              001,   1.00,         19.07,    132913493,          0,                0,  132913493,           88.2027,     100.00,             1506908.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      2.451,                27.622,      4.596,         135.721,     376.896,           000,          1546585,              001,   0.10,        190.73,     33705824,          0,                0,   33705824,           15.7415,     100.00,             2141203.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      4.935,                55.603,      4.596,         180.667,     997.335,           000,          3093024,              001,   0.20,         95.37,     67411984,          0,                0,   67411984,           33.2844,     100.00,             2025333.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.337,                82.666,      4.596,        1397.988,   64634.326,           000,          4615612,              001,   0.30,         63.58,    100642633,          0,                0,  100642633,           58.6351,     100.00,             1716422.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.555,                85.132,      4.597,       14206.081,   66963.507,           000,          4765155,              001,   0.40,         47.68,    105190281,          0,                0,  105190281,           65.7943,     100.00,             1598774.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.556,                85.143,      4.596,       14584.048,   73659.642,           000,          4769471,              001,   0.50,         38.15,    106808616,          0,                0,  106808616,           66.9831,     100.00,             1594560.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.555,                85.132,      4.596,       14796.719,   64943.191,           000,          4763303,              001,   0.60,         31.79,    108237469,          0,                0,  108237469,           68.5233,     100.00,             1579572.88
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.562,                85.207,      4.597,       16322.318,   69203.742,           000,          4766494,              001,   0.70,         27.25,    109883801,          0,                0,  109883801,           69.7289,     100.00,             1575871.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.558,                85.159,      4.596,       17397.089,   67544.412,           000,          4768063,              001,   0.80,         23.84,    111460909,          0,                0,  111460909,           71.6606,     100.00,             1555401.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.567,                85.267,      4.596,       17332.148,   69684.337,           000,          4768633,              001,   0.90,         21.19,    113039725,          0,                0,  113039725,           72.6593,     100.00,             1555750.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.555,                85.132,      4.596,       17239.854,   71454.834,           000,          4766512,              001,   1.00,         19.07,    114544532,          0,                0,  114544532,           73.6320,     100.00,             1555634.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      2.475,                27.885,      3.000,        6892.742,   53353.770,       1444783,              000,              002,   0.10,        190.73,     24707984,          0,                0,   24707984,           11.3071,     100.00,             2185166.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.723,      3.000,       19792.126,  916125.221,       2042524,              000,              002,   0.20,         95.37,     35988282,          0,                0,   35988282,           18.0647,     100.00,             1992190.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.728,      3.000,       23177.970,  974688.847,       2042582,              000,              002,   0.30,         63.58,     37560272,          0,                0,   37560272,           19.3673,     100.00,             1939362.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.723,      3.000,       29486.347,  992567.960,       2042615,              000,              002,   0.40,         47.68,     39144973,          0,                0,   39144973,           20.5556,     100.00,             1904342.00
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.057,                45.717,      3.000,       29480.810,  992471.744,       2042611,              000,              002,   0.50,         38.15,     40702148,          0,                0,   40702148,           21.8969,     100.00,             1858812.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.728,      3.000,       29474.047,  984111.446,       2042648,              000,              002,   0.60,         31.79,     42259024,          0,                0,   42259024,           23.3735,     100.00,             1807990.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.723,      3.000,       29474.850,  863093.201,       2042669,              000,              002,   0.70,         27.25,     43816204,          0,                0,   43816204,           24.6242,     100.00,             1779396.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.728,      3.000,       29474.863,  911463.175,       2042666,              000,              002,   0.80,         23.84,     45372740,          0,                0,   45372740,           26.0750,     100.00,             1740085.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.723,      3.000,       29481.582,  985686.506,       2042663,              000,              002,   0.90,         21.19,     46929760,          0,                0,   46929760,           26.9926,     100.00,             1738617.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               000,       001,                 004,        0.100,      004,      4.058,                45.728,      3.000,       29472.903,  962384.347,       2042686,              000,              002,   1.00,         19.07,     48486531,          0,                0,   48486531,           27.6837,     100.00,             1751444.88
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      2.475,                27.885,      4.680,         133.580,     361.561,           000,          1556888,              002,   0.10,        190.73,     34310712,          0,                0,   34310712,           15.9118,     100.00,             2156299.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      4.950,                55.770,      4.680,         176.624,     986.457,           000,          3113721,              002,   0.20,         95.37,     68619862,          0,                0,   68619862,           33.8400,     100.00,             2027772.25
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.385,                83.214,      4.681,        4376.965,   65594.246,           000,          4521032,              002,   0.30,         63.58,     99816990,          0,                0,   99816990,           59.1898,     100.00,             1686389.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      6.883,                77.557,      4.680,       15389.601,  170088.498,           000,          4521184,              002,   0.40,         47.68,    101125205,          0,                0,  101125205,           63.2508,     100.00,             1598797.50
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.725,                87.040,      4.681,       15769.439,  262179.558,           000,          4536311,              002,   0.50,         38.15,    102974107,          0,                0,  102974107,           67.1775,     100.00,             1532865.12
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.064,                79.598,      4.680,       15953.081,  129921.126,           000,          4531064,              002,   0.60,         31.79,    104422577,          0,                0,  104422577,           66.8151,     100.00,             1562859.62
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.245,                81.629,      4.681,       18017.317,  145541.186,           000,          4516903,              002,   0.70,         27.25,    105660408,          0,                0,  105660408,           67.7801,     100.00,             1558871.75
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      6.868,                77.385,      4.681,       18610.642,  189145.816,           000,          4517171,              002,   0.80,         23.84,    107235178,          0,                0,  107235178,           68.5492,     100.00,             1564354.38
         7.3,        001,       001,     1000000,   016,          016,        016,          150,     150,        050,               001,       001,                 004,        0.100,      004,      7.658,                86.293,      4.680,       18727.766,  151143.660,           000,          4535931,              002,   0.90,         21.19,    109183903,          0,                0,  109183903,           71.0368,     100.00,             1537004.62
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      1.349,                15.205,      3.000,       22715.454,   96087.889,       1588838,              000,              002,   0.10,        190.73,     32066793,          0,                0,   32066793,           25.1211,     100.00,             1276486.38
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      004,      2.465,                27.777,      4.419,         131.517,     719.911,        780672,          2370421,              002,   0.10,        190.73,     66857852,          0,                0,   66857852,           60.1275,     100.00,             1111934.38
        19.9,        003,       002,      100000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      004,      2.465,                27.777,      4.419,         131.538,     468.524,        780255,          2370843,              002,   0.10,        190.73,     67013481,      58851,           130887,   66859927,           51.3125,      99.77,             1302994.62
        19.9,        003,       004,      100000,   016,          016,        016,         3042,    3042,        338,               002,       001,                 004,        0.100,      004,      2.470,                27.831,      4.419,         131.543,     586.965,        780543,          2370552,              002,   0.10,        190.73,     68261077,     450109,            66663,   66861340,           39.0061,      97.91,             1714125.50
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      2.499,                28.154,      2.939,        1044.112,    6450.973,       3121132,              000,              001,   0.10,        190.73,     52471156,          0,                0,   52471156,           54.5775,     100.00,              961406.69
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      2.527,                28.476,      2.939,          99.201,     484.941,       3150572,              000,              001,   0.10,        190.73,     52851776,          0,                0,   52851776,           37.6223,     100.00,             1404799.25
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      2.518,                28.368,      2.939,          99.201,     484.941,       3150572,              000,              001,   0.10,        190.73,     52851776,          0,                0,   52851776,           38.6416,     100.00,             1367744.62
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      004,      2.518,                28.368,      2.939,          99.201,     484.941,       3150572,              000,              001,   0.10,        190.73,     52851776,          0,                0,   52851776,           38.6113,     100.00,             1368814.88
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      2.518,                28.368,      2.939,          99.201,     484.941,       3150572,              000,              001,   0.10,        190.73,     52851776,          0,                0,   52851776,           37.9656,     100.00,             1392097.50
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      2.518,                28.368,      2.939,          99.201,     484.941,       3150572,              000,              001,   0.10,        190.73,     52851776,          0,                0,   52851776,           38.0674,     100.00,             1388373.00
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           41.8993,     100.00,             1121503.50
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           42.5841,     100.00,             1103467.00
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           41.7300,     100.00,             1126052.38
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           42.1170,     100.00,             1115704.25
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           43.1716,     100.00,             1088452.00
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.969,                22.190,      2.937,       11709.694,   54021.781,       2444324,              000,              001,   0.10,        190.73,     46990163,          0,                0,   46990163,           42.3426,     100.00,             1109759.88
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.245,                14.023,      2.939,         821.604,    4250.520,       1563996,              000,              001,   0.10,        190.73,     29494571,          0,                0,   29494571,           25.1739,     100.00,             1171633.75
        19.9,        001,       001,      100000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.979,                22.297,      2.937,       10995.394,   49924.159,       2478829,              000,              001,   0.20,         95.37,     53385032,          0,                0,   53385032,           48.9700,     100.00,             1090157.62
        19.9,        001,       001,       50000,   016,          016,        016,         3042,    3042,        338,               000,       001,                 004,        0.100,      002,      1.965,                22.136,      2.937,        6181.255,   27237.168,       1210948,              000,              001,   0.20,         95.37,     26391643,          0,                0,   26391643,           23.6312,     100.00,             1116811.25
