0, 0, 0, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 6, 0, 0, 0, 1, 0, 0, 4, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 0, 
1, 1, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 0, 5, 3, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 0, 2, 1, 0, 0, 15, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 
2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 2, 4, 0, 0, 2, 2, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 5, 4, 0, 0, 0, 2, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 11, 0, 0, 0, 
3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 3, 3, 0, 0, 1, 1, 0, 0, 5, 3, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 5, 0, 0, 0, 11, 0, 0, 0, 
4, 1, 1, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 5, 6, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 13, 0, 0, 0, 
5, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 0, 0, 13, 7, 0, 0, 0, 2, 0, 0, 8, 4, 0, 0, 7, 1, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 4, 5, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 
6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 13, 11, 0, 0, 2, 1, 0, 0, 5, 4, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 8, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 
7, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 10, 8, 0, 0, 18, 3, 0, 0, 1, 1, 0, 0, 10, 1, 0, 0, 5, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 2, 0, 0, 0, 18, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 
8, 0, 2, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16, 6, 0, 0, 7, 6, 0, 0, 1, 0, 0, 0, 5, 5, 0, 0, 5, 1, 0, 0, 3, 5, 0, 0, 5, 3, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 8, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 11, 0, 0, 0, 12, 0, 0, 0, 13, 0, 0, 0, 20, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 
9, 1, 2, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 1, 0, 0, 19, 7, 0, 0, 5, 2, 0, 0, 1, 1, 0, 0, 8, 3, 0, 0, 3, 4, 0, 0, 2, 4, 0, 0, 1, 6, 0, 0, 8, 2, 0, 0, 0, 1, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 11, 3, 0, 0, 2, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 13, 0, 0, 0, 16, 0, 0, 0, 11, 0, 0, 0, 17, 0, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 
10, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 14, 7, 0, 0, 1, 0, 0, 0, 3, 4, 0, 0, 0, 1, 0, 0, 10, 7, 0, 0, 6, 2, 0, 0, 13, 4, 0, 0, 7, 0, 0, 0, 6, 3, 0, 0, 4, 2, 0, 0, 1, 2, 0, 0, 7, 2, 0, 0, 7, 5, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 12, 0, 0, 0, 20, 0, 0, 0, 12, 0, 0, 0, 23, 0, 0, 0, 
11, 4, 4, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 14, 8, 0, 0, 1, 0, 0, 0, 8, 11, 0, 0, 1, 1, 0, 0, 8, 7, 0, 0, 6, 5, 0, 0, 12, 2, 0, 0, 3, 0, 0, 0, 10, 10, 0, 0, 1, 2, 0, 0, 3, 1, 0, 0, 4, 3, 0, 0, 7, 7, 0, 0, 7, 0, 0, 0, 10, 0, 0, 0, 4, 0, 0, 0, 5, 0, 0, 0, 8, 0, 0, 0, 13, 0, 0, 0, 18, 0, 0, 0, 4, 0, 0, 0, 21, 0, 0, 0, 
