0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 2, 4, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 3, 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 3, 1, 4, 1, 0, 3, 0, 0, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 2, 1, 3, 0, 0, 1, 0, 1, 1, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 5, 0, 0, 0, 0, 2, 1, 0, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 14, 1, 1, 0, 1, 2, 3, 3, 0, 0, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 3, 0, 0, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 2, 1, 3, 3, 1, 2, 2, 2, 2, 12, 1, 1, 0, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 4, 1, 1, 2, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, 0, 1, 1, 3, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 6, 3, 5, 3, 7, 6, 2, 1, 2, 0, 0, 0, 3, 1, 2, 2, 1, 0, 1, 1, 0, 1, 1, 2, 11, 1, 1, 2, 4, 3, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
4, 0, 1, 3, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 14, 7, 3, 7, 23, 4, 5, 0, 0, 1, 1, 0, 4, 1, 2, 2, 3, 2, 4, 3, 2, 2, 1, 5, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 5, 0, 2, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 32, 4, 2, 3, 35, 3, 2, 1, 2, 5, 3, 3, 0, 2, 1, 1, 0, 0, 2, 1, 3, 5, 2, 0, 1, 0, 1, 0, 3, 3, 2, 3, 1, 0, 0, 1, 10, 2, 1, 1, 6, 3, 2, 2, 1, 1, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
6, 1, 0, 0, 1, 1, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 53, 8, 2, 3, 28, 0, 3, 1, 1, 4, 6, 0, 4, 3, 2, 2, 1, 2, 3, 0, 11, 1, 0, 0, 2, 3, 5, 1, 2, 2, 2, 3, 0, 3, 0, 1, 9, 3, 2, 1, 3, 2, 3, 2, 3, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
7, 0, 1, 1, 1, 4, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 55, 3, 3, 1, 14, 3, 5, 1, 1, 0, 0, 2, 4, 2, 7, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 2, 2, 1, 2, 0, 4, 2, 2, 1, 17, 5, 2, 3, 3, 1, 0, 1, 2, 0, 2, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 
8, 2, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 58, 6, 1, 5, 17, 3, 4, 0, 0, 1, 0, 0, 4, 5, 3, 4, 2, 4, 2, 2, 3, 1, 3, 0, 4, 0, 0, 0, 3, 2, 0, 0, 1, 2, 2, 0, 12, 6, 4, 2, 19, 3, 3, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
9, 3, 4, 3, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 53, 4, 5, 2, 28, 2, 6, 1, 0, 0, 0, 0, 4, 2, 0, 1, 3, 7, 4, 4, 22, 2, 0, 3, 4, 4, 1, 2, 4, 1, 2, 0, 0, 1, 0, 1, 14, 3, 2, 1, 14, 3, 2, 0, 3, 2, 4, 4, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
